sale_id,sale_date,product_id,product_name,category,customer_id,customer_name,salesperson_id,quantity,unit_price,discount,total_amount,payment_method,shipping_mode,region,sale_date_only,sale_year,sale_month,sale_day
SALE100286,2025-06-21 23:17:03.030096,P004,"Monitor 27""",Electronics,CUST0017,Nancy Lopez,SP001,1,389.2,0.0,389.2,Credit Card,Standard,North,2025-06-21,2025,6,21
SALE100287,2025-09-10 01:17:03.030096,P004,"Monitor 27""",Electronics,CUST0026,Angela Sanchez,SP002,2,360.88,0.0,721.76,Credit Card,Next Day,South,2025-09-10,2025,9,10
SALE100288,2025-05-27 17:17:03.030096,P006,Webcam HD,Electronics,CUST0062,Michael Garcia,SP001,1,78.23,0.0,78.23,PayPal,Standard,North,2025-05-27,2025,5,27
SALE100289,2025-07-05 12:17:03.030096,P001,Laptop Pro,Electronics,CUST0027,Jennifer King,SP002,4,1100.47,0.0,4401.88,Bank Transfer,Next Day,South,2025-07-05,2025,7,5
SALE100290,2025-06-04 19:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0024,Stephanie Collins,SP001,1,131.42,0.0,131.42,PayPal,Standard,North,2025-06-04,2025,6,4
SALE100291,2025-02-13 12:17:03.030096,P003,Gaming Chair,Furniture,CUST0071,Elizabeth Green,SP001,1,342.62,0.0,342.62,Credit Card,Next Day,North,2025-02-13,2025,2,13
SALE100292,2025-08-26 06:17:03.030096,P006,Webcam HD,Electronics,CUST0049,Ruth Sanders,SP001,1,75.39,0.0,75.39,Credit Card,Standard,North,2025-08-26,2025,8,26
SALE100293,2025-07-04 17:17:03.030096,P003,Gaming Chair,Furniture,CUST0051,Kenneth Morgan,SP004,1,298.64,42.07,256.57,Cash,Express,West,2025-07-04,2025,7,4
SALE100294,2026-01-12 19:17:03.030096,P008,USB-C Hub,Accessories,CUST0017,Nancy Lopez,SP001,1,30.57,0.0,30.57,PayPal,Next Day,North,2026-01-12,2026,1,12
SALE100295,2025-09-11 21:17:03.030096,P006,Webcam HD,Electronics,CUST0079,Stephen Reed,SP001,1,86.39,18.84,67.55,Cash,Standard,North,2025-09-11,2025,9,11
SALE100296,2025-02-16 00:17:03.030096,P008,USB-C Hub,Accessories,CUST0094,Andrew Sanders,SP002,1,36.81,0.0,36.81,Credit Card,Next Day,South,2025-02-16,2025,2,16
SALE100297,2025-04-06 07:17:03.030096,P003,Gaming Chair,Furniture,CUST0099,Brenda Allen,SP003,3,337.76,0.0,1013.28,Cash,Standard,East,2025-04-06,2025,4,6
SALE100298,2025-06-16 18:17:03.030096,P002,Wireless Mouse,Accessories,CUST0068,Kenneth Cox,SP001,1,40.12,0.0,40.12,PayPal,Next Day,North,2025-06-16,2025,6,16
SALE100299,2025-07-20 14:17:03.030096,P001,Laptop Pro,Electronics,CUST0061,Barbara Sanchez,SP004,1,1122.87,0.0,1122.87,PayPal,Express,West,2025-07-20,2025,7,20
SALE100300,2025-03-30 08:17:03.030096,P004,"Monitor 27""",Electronics,CUST0034,Deborah Johnson,SP001,3,370.93,0.0,1112.79,PayPal,Standard,North,2025-03-30,2025,3,30
SALE100301,2025-03-09 02:17:03.030096,P007,Desk Lamp,Furniture,CUST0071,Elizabeth Green,SP001,1,37.81,0.0,37.81,PayPal,Next Day,North,2025-03-09,2025,3,9
SALE100302,2025-09-30 00:17:03.030096,P006,Webcam HD,Electronics,CUST0001,Sandra Carter,SP001,1,85.83,0.0,85.83,Credit Card,Standard,North,2025-09-30,2025,9,30
SALE100303,2025-12-28 13:17:03.030096,P006,Webcam HD,Electronics,CUST0012,Joseph Murphy,SP001,2,71.69,0.0,143.38,PayPal,Express,North,2025-12-28,2025,12,28
SALE100304,2025-09-26 12:17:03.030096,P007,Desk Lamp,Furniture,CUST0059,Jason Lee,SP004,1,35.79,0.0,35.79,Cash,Next Day,West,2025-09-26,2025,9,26
SALE100305,2025-11-27 19:17:03.030096,P001,Laptop Pro,Electronics,CUST0061,Barbara Sanchez,SP004,1,1298.31,295.22,1003.09,Bank Transfer,Express,West,2025-11-27,2025,11,27
SALE100306,2025-03-25 20:17:03.030096,P001,Laptop Pro,Electronics,CUST0079,Stephen Reed,SP001,1,1069.35,0.0,1069.35,Cash,Standard,North,2025-03-25,2025,3,25
SALE100307,2025-11-01 06:17:03.030096,P002,Wireless Mouse,Accessories,CUST0039,Brandon Sanchez,SP003,2,43.39,0.0,86.78,Cash,Express,East,2025-11-01,2025,11,1
SALE100308,2025-09-15 22:17:03.030096,P008,USB-C Hub,Accessories,CUST0093,Pamela Watson,SP001,3,30.31,8.18,82.75,PayPal,Next Day,North,2025-09-15,2025,9,15
SALE100309,2025-02-07 14:17:03.030096,P002,Wireless Mouse,Accessories,CUST0032,Donna Davis,SP001,2,51.4,0.0,102.8,Cash,Next Day,North,2025-02-07,2025,2,7
SALE100310,2025-06-29 23:17:03.030096,P008,USB-C Hub,Accessories,CUST0096,Helen Kelly,SP003,1,34.39,0.0,34.39,Bank Transfer,Standard,East,2025-06-29,2025,6,29
SALE100311,2025-03-27 15:17:03.030096,P006,Webcam HD,Electronics,CUST0034,Deborah Johnson,SP001,1,84.19,0.0,84.19,Credit Card,Standard,North,2025-03-27,2025,3,27
SALE100312,2025-03-29 01:17:03.030096,P003,Gaming Chair,Furniture,CUST0092,Paul Taylor,SP001,1,326.36,0.0,326.36,Cash,Next Day,North,2025-03-29,2025,3,29
SALE100313,2025-09-27 01:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0036,Jeffrey Watson,SP004,1,141.15,0.0,141.15,PayPal,Next Day,West,2025-09-27,2025,9,27
SALE100314,2026-01-09 23:17:03.030096,P003,Gaming Chair,Furniture,CUST0097,Linda Hernandez,SP002,4,332.8,263.35,1067.85,Bank Transfer,Standard,South,2026-01-09,2026,1,9
SALE100315,2025-09-12 01:17:03.030096,P007,Desk Lamp,Furniture,CUST0035,Lisa Gonzalez,SP002,2,38.71,0.0,77.42,Credit Card,Express,South,2025-09-12,2025,9,12
SALE100316,2025-11-28 00:17:03.030096,P002,Wireless Mouse,Accessories,CUST0049,Ruth Sanders,SP001,2,49.17,16.33,82.01,Bank Transfer,Express,North,2025-11-28,2025,11,28
SALE100317,2026-01-16 12:17:03.030096,P004,"Monitor 27""",Electronics,CUST0086,Carol Scott,SP001,1,436.01,0.0,436.01,Bank Transfer,Next Day,North,2026-01-16,2026,1,16
SALE100318,2025-09-12 16:17:03.030096,P008,USB-C Hub,Accessories,CUST0092,Paul Taylor,SP001,2,36.58,15.21,57.95,Credit Card,Standard,North,2025-09-12,2025,9,12
SALE100319,2025-05-16 19:17:03.030096,P007,Desk Lamp,Furniture,CUST0015,Sandra Garcia,SP003,2,37.59,0.0,75.18,Credit Card,Next Day,East,2025-05-16,2025,5,16
SALE100320,2025-08-21 18:17:03.030096,P002,Wireless Mouse,Accessories,CUST0016,Emily Carter,SP001,2,43.69,0.0,87.38,Cash,Express,North,2025-08-21,2025,8,21
SALE100321,2025-11-20 08:17:03.030096,P008,USB-C Hub,Accessories,CUST0058,Linda Wright,SP003,2,37.21,17.22,57.2,PayPal,Standard,East,2025-11-20,2025,11,20
SALE100322,2025-03-28 07:17:03.030096,P004,"Monitor 27""",Electronics,CUST0077,Sarah Barnes,SP002,2,379.33,184.99,573.67,Cash,Standard,South,2025-03-28,2025,3,28
SALE100323,2025-06-14 16:17:03.030096,P003,Gaming Chair,Furniture,CUST0076,Brandon Morgan,SP004,2,300.58,0.0,601.16,PayPal,Next Day,West,2025-06-14,2025,6,14
SALE100324,2025-07-06 08:17:03.030096,P002,Wireless Mouse,Accessories,CUST0077,Sarah Barnes,SP002,3,50.24,0.0,150.72,PayPal,Express,South,2025-07-06,2025,7,6
SALE100325,2026-01-24 14:17:03.030096,P001,Laptop Pro,Electronics,CUST0068,Kenneth Cox,SP001,1,1049.29,0.0,1049.29,Credit Card,Next Day,North,2026-01-24,2026,1,24
SALE100326,2025-05-16 18:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0065,Carol Young,SP002,1,128.44,0.0,128.44,PayPal,Next Day,South,2025-05-16,2025,5,16
SALE100327,2025-07-03 14:17:03.030096,P006,Webcam HD,Electronics,CUST0051,Kenneth Morgan,SP004,1,69.52,16.37,53.15,Credit Card,Express,West,2025-07-03,2025,7,3
SALE100328,2025-11-06 08:17:03.030096,P004,"Monitor 27""",Electronics,CUST0037,Emily Clark,SP004,2,444.32,0.0,888.64,Bank Transfer,Standard,West,2025-11-06,2025,11,6
SALE100329,2025-03-26 05:17:03.030096,P008,USB-C Hub,Accessories,CUST0060,Karen Harris,SP004,3,36.89,0.0,110.67,Cash,Next Day,West,2025-03-26,2025,3,26
SALE100330,2025-04-02 05:17:03.030096,P006,Webcam HD,Electronics,CUST0059,Jason Lee,SP004,3,81.9,0.0,245.7,PayPal,Standard,West,2025-04-02,2025,4,2
SALE100331,2025-11-02 09:17:03.030096,P008,USB-C Hub,Accessories,CUST0024,Stephanie Collins,SP001,1,30.45,0.0,30.45,Bank Transfer,Next Day,North,2025-11-02,2025,11,2
SALE100332,2025-12-02 20:17:03.030096,P004,"Monitor 27""",Electronics,CUST0029,Charles Turner,SP004,2,413.7,0.0,827.4,Bank Transfer,Standard,West,2025-12-02,2025,12,2
SALE100333,2025-04-07 03:17:03.030096,P006,Webcam HD,Electronics,CUST0013,Michelle Ramirez,SP001,1,75.04,0.0,75.04,Credit Card,Standard,North,2025-04-07,2025,4,7
SALE100334,2025-11-05 13:17:03.030096,P006,Webcam HD,Electronics,CUST0079,Stephen Reed,SP001,1,76.23,0.0,76.23,PayPal,Standard,North,2025-11-05,2025,11,5
SALE100335,2025-09-18 12:17:03.030096,P002,Wireless Mouse,Accessories,CUST0006,Nancy Price,SP002,1,46.24,0.0,46.24,PayPal,Next Day,South,2025-09-18,2025,9,18
SALE100336,2025-02-23 22:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0050,Sharon Ross,SP001,3,112.23,0.0,336.69,Bank Transfer,Express,North,2025-02-23,2025,2,23
SALE100337,2025-05-27 07:17:03.030096,P007,Desk Lamp,Furniture,CUST0015,Sandra Garcia,SP003,1,38.18,7.59,30.59,Credit Card,Express,East,2025-05-27,2025,5,27
SALE100338,2025-10-16 14:17:03.030096,P001,Laptop Pro,Electronics,CUST0068,Kenneth Cox,SP001,1,1138.39,0.0,1138.39,Bank Transfer,Standard,North,2025-10-16,2025,10,16
SALE100339,2025-05-12 21:17:03.030096,P002,Wireless Mouse,Accessories,CUST0009,Timothy Ramirez,SP001,1,42.25,9.96,32.29,Cash,Express,North,2025-05-12,2025,5,12
SALE100340,2025-05-01 18:17:03.030096,P002,Wireless Mouse,Accessories,CUST0072,Scott Davis,SP004,4,45.25,25.03,155.97,PayPal,Express,West,2025-05-01,2025,5,1
SALE100341,2025-06-07 04:17:03.030096,P006,Webcam HD,Electronics,CUST0013,Michelle Ramirez,SP001,2,71.52,27.42,115.62,Credit Card,Standard,North,2025-06-07,2025,6,7
SALE100342,2025-08-19 16:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0019,Jacob Wilson,SP004,1,117.45,0.0,117.45,Credit Card,Express,West,2025-08-19,2025,8,19
SALE100343,2025-07-07 22:17:03.030096,P001,Laptop Pro,Electronics,CUST0031,Mark Stewart,SP003,1,1033.31,178.23,855.08,Bank Transfer,Next Day,East,2025-07-07,2025,7,7
SALE100344,2025-05-24 21:17:03.030096,P008,USB-C Hub,Accessories,CUST0008,Kimberly Jones,SP003,3,32.13,0.0,96.39,Cash,Standard,East,2025-05-24,2025,5,24
SALE100345,2025-10-01 13:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0010,Nicholas Rodriguez,SP003,4,143.16,0.0,572.64,Cash,Express,East,2025-10-01,2025,10,1
SALE100346,2025-12-26 13:17:03.030096,P006,Webcam HD,Electronics,CUST0061,Barbara Sanchez,SP004,1,89.65,0.0,89.65,Bank Transfer,Standard,West,2025-12-26,2025,12,26
SALE100347,2025-09-21 08:17:03.030096,P003,Gaming Chair,Furniture,CUST0082,Barbara Collins,SP002,1,329.28,0.0,329.28,Cash,Next Day,South,2025-09-21,2025,9,21
SALE100348,2025-08-31 09:17:03.030096,P007,Desk Lamp,Furniture,CUST0040,James Stewart,SP002,1,37.38,0.0,37.38,Bank Transfer,Standard,South,2025-08-31,2025,8,31
SALE100349,2025-11-16 21:17:03.030096,P002,Wireless Mouse,Accessories,CUST0050,Sharon Ross,SP001,1,50.8,0.0,50.8,Bank Transfer,Next Day,North,2025-11-16,2025,11,16
SALE100350,2025-04-05 15:17:03.030096,P004,"Monitor 27""",Electronics,CUST0008,Kimberly Jones,SP003,1,426.54,96.39,330.15,Bank Transfer,Express,East,2025-04-05,2025,4,5
SALE100351,2025-10-05 06:17:03.030096,P007,Desk Lamp,Furniture,CUST0034,Deborah Johnson,SP001,2,45.36,0.0,90.72,Bank Transfer,Standard,North,2025-10-05,2025,10,5
SALE100352,2025-08-28 08:17:03.030096,P004,"Monitor 27""",Electronics,CUST0026,Angela Sanchez,SP002,1,347.53,0.0,347.53,Credit Card,Next Day,South,2025-08-28,2025,8,28
SALE100353,2025-04-04 03:17:03.030096,P001,Laptop Pro,Electronics,CUST0067,Sharon Bailey,SP003,4,1125.54,0.0,4502.16,Credit Card,Next Day,East,2025-04-04,2025,4,4
SALE100354,2025-11-29 00:17:03.030096,P002,Wireless Mouse,Accessories,CUST0044,Ashley Collins,SP002,3,42.01,12.96,113.07,PayPal,Express,South,2025-11-29,2025,11,29
SALE100355,2026-01-07 13:17:03.030096,P002,Wireless Mouse,Accessories,CUST0099,Brenda Allen,SP003,1,44.3,0.0,44.3,Bank Transfer,Standard,East,2026-01-07,2026,1,7
SALE100356,2025-09-23 05:17:03.030096,P001,Laptop Pro,Electronics,CUST0073,Carol Stewart,SP002,1,1212.68,0.0,1212.68,PayPal,Standard,South,2025-09-23,2025,9,23
SALE100357,2025-04-23 14:17:03.030096,P003,Gaming Chair,Furniture,CUST0012,Joseph Murphy,SP001,2,269.21,0.0,538.42,Cash,Standard,North,2025-04-23,2025,4,23
SALE100358,2025-10-30 04:17:03.030096,P008,USB-C Hub,Accessories,CUST0041,Richard Flores,SP002,4,34.04,0.0,136.16,PayPal,Next Day,South,2025-10-30,2025,10,30
SALE100359,2026-01-23 15:17:03.030096,P001,Laptop Pro,Electronics,CUST0082,Barbara Collins,SP002,2,1127.71,0.0,2255.42,Bank Transfer,Standard,South,2026-01-23,2026,1,23
SALE100360,2025-10-31 15:17:03.030096,P004,"Monitor 27""",Electronics,CUST0090,Anthony Thomas,SP003,1,450.7,0.0,450.7,PayPal,Express,East,2025-10-31,2025,10,31
SALE100361,2025-03-04 21:17:03.030096,P004,"Monitor 27""",Electronics,CUST0008,Kimberly Jones,SP003,1,383.22,0.0,383.22,Bank Transfer,Standard,East,2025-03-04,2025,3,4
SALE100362,2025-05-28 06:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0057,William White,SP003,2,121.01,26.9,215.12,Credit Card,Next Day,East,2025-05-28,2025,5,28
SALE100363,2025-12-23 13:17:03.030096,P001,Laptop Pro,Electronics,CUST0012,Joseph Murphy,SP001,1,1149.18,0.0,1149.18,Cash,Next Day,North,2025-12-23,2025,12,23
SALE100364,2025-06-06 02:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0040,James Stewart,SP002,1,112.59,10.66,101.93,PayPal,Next Day,South,2025-06-06,2025,6,6
SALE100365,2025-08-05 15:17:03.030096,P004,"Monitor 27""",Electronics,CUST0099,Brenda Allen,SP003,1,388.12,90.35,297.77,PayPal,Next Day,East,2025-08-05,2025,8,5
SALE100366,2025-08-06 15:17:03.030096,P004,"Monitor 27""",Electronics,CUST0041,Richard Flores,SP002,1,450.92,47.88,403.04,Cash,Standard,South,2025-08-06,2025,8,6
SALE100367,2025-02-21 17:17:03.030096,P006,Webcam HD,Electronics,CUST0029,Charles Turner,SP004,1,74.0,0.0,74.0,PayPal,Next Day,West,2025-02-21,2025,2,21
SALE100368,2025-06-16 04:17:03.030096,P002,Wireless Mouse,Accessories,CUST0095,Laura Roberts,SP002,3,45.16,0.0,135.48,Cash,Next Day,South,2025-06-16,2025,6,16
SALE100369,2025-10-13 18:17:03.030096,P002,Wireless Mouse,Accessories,CUST0043,Betty Rivera,SP001,3,48.89,0.0,146.67,Bank Transfer,Next Day,North,2025-10-13,2025,10,13
SALE100370,2025-05-27 02:17:03.030096,P002,Wireless Mouse,Accessories,CUST0087,Melissa Watson,SP002,2,41.38,0.0,82.76,Credit Card,Next Day,South,2025-05-27,2025,5,27
SALE100371,2025-12-18 12:17:03.030096,P004,"Monitor 27""",Electronics,CUST0005,Joseph Thompson,SP003,1,426.87,0.0,426.87,Credit Card,Express,East,2025-12-18,2025,12,18
SALE100372,2025-02-25 09:17:03.030096,P004,"Monitor 27""",Electronics,CUST0033,Kevin Ramirez,SP002,2,364.74,80.23,649.25,Credit Card,Standard,South,2025-02-25,2025,2,25
SALE100373,2025-03-13 01:17:03.030096,P007,Desk Lamp,Furniture,CUST0027,Jennifer King,SP002,1,37.82,9.26,28.56,Credit Card,Next Day,South,2025-03-13,2025,3,13
SALE100374,2025-10-28 15:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0062,Michael Garcia,SP001,1,132.82,12.18,120.64,Credit Card,Next Day,North,2025-10-28,2025,10,28
SALE100375,2025-04-01 09:17:03.030096,P003,Gaming Chair,Furniture,CUST0062,Michael Garcia,SP001,1,283.01,0.0,283.01,Credit Card,Next Day,North,2025-04-01,2025,4,1
SALE100376,2025-06-12 12:17:03.030096,P002,Wireless Mouse,Accessories,CUST0094,Andrew Sanders,SP002,2,44.72,0.0,89.44,Cash,Standard,South,2025-06-12,2025,6,12
SALE100377,2025-03-09 15:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0015,Sandra Garcia,SP003,1,116.95,0.0,116.95,Cash,Next Day,East,2025-03-09,2025,3,9
SALE100378,2025-07-18 19:17:03.030096,P008,USB-C Hub,Accessories,CUST0003,Matthew Bell,SP003,3,33.82,0.0,101.46,PayPal,Express,East,2025-07-18,2025,7,18
SALE100379,2025-10-10 08:17:03.030096,P007,Desk Lamp,Furniture,CUST0034,Deborah Johnson,SP001,1,44.8,5.44,39.36,Bank Transfer,Standard,North,2025-10-10,2025,10,10
SALE100380,2025-10-12 12:17:03.030096,P001,Laptop Pro,Electronics,CUST0021,Barbara Scott,SP001,3,1097.34,0.0,3292.02,Bank Transfer,Next Day,North,2025-10-12,2025,10,12
SALE100381,2025-09-20 13:17:03.030096,P004,"Monitor 27""",Electronics,CUST0083,Barbara Hill,SP004,5,444.36,493.58,1728.22,Bank Transfer,Next Day,West,2025-09-20,2025,9,20
SALE100382,2025-10-29 11:17:03.030096,P008,USB-C Hub,Accessories,CUST0037,Emily Clark,SP004,1,39.84,0.0,39.84,Bank Transfer,Express,West,2025-10-29,2025,10,29
SALE100383,2026-01-10 17:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0072,Scott Davis,SP004,3,132.97,0.0,398.91,Cash,Next Day,West,2026-01-10,2026,1,10
SALE100384,2025-10-20 12:17:03.030096,P002,Wireless Mouse,Accessories,CUST0046,Susan Morgan,SP001,1,43.8,0.0,43.8,Credit Card,Express,North,2025-10-20,2025,10,20
SALE100385,2025-03-27 11:17:03.030096,P003,Gaming Chair,Furniture,CUST0089,Carol Barnes,SP003,3,328.98,0.0,986.94,PayPal,Next Day,East,2025-03-27,2025,3,27
SALE100386,2026-01-28 06:17:03.030096,P004,"Monitor 27""",Electronics,CUST0072,Scott Davis,SP004,1,449.61,0.0,449.61,Bank Transfer,Next Day,West,2026-01-28,2026,1,28
SALE100387,2025-12-30 12:17:03.030096,P002,Wireless Mouse,Accessories,CUST0054,Anna Taylor,SP001,1,50.03,0.0,50.03,Cash,Express,North,2025-12-30,2025,12,30
SALE100388,2025-02-15 17:17:03.030096,P006,Webcam HD,Electronics,CUST0069,Eric Cox,SP001,1,84.39,0.0,84.39,Cash,Next Day,North,2025-02-15,2025,2,15
SALE100389,2025-12-13 04:17:03.030096,P003,Gaming Chair,Furniture,CUST0075,Jeffrey Wood,SP001,1,289.44,0.0,289.44,PayPal,Express,North,2025-12-13,2025,12,13
SALE100390,2025-07-09 07:17:03.030096,P006,Webcam HD,Electronics,CUST0002,Stephanie Watson,SP003,1,90.72,0.0,90.72,Cash,Next Day,East,2025-07-09,2025,7,9
SALE100391,2025-09-03 04:17:03.030096,P002,Wireless Mouse,Accessories,CUST0076,Brandon Morgan,SP004,2,40.73,0.0,81.46,Cash,Express,West,2025-09-03,2025,9,3
SALE100392,2025-12-02 14:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0006,Nancy Price,SP002,1,130.81,13.78,117.03,Bank Transfer,Standard,South,2025-12-02,2025,12,2
SALE100393,2025-02-22 08:17:03.030096,P008,USB-C Hub,Accessories,CUST0070,Jennifer Johnson,SP002,2,37.77,16.5,59.04,Cash,Standard,South,2025-02-22,2025,2,22
SALE100394,2026-02-01 01:17:03.030096,P002,Wireless Mouse,Accessories,CUST0001,Sandra Carter,SP001,1,45.45,0.0,45.45,Cash,Express,North,2026-02-01,2026,2,1
SALE100395,2025-07-24 19:17:03.030096,P007,Desk Lamp,Furniture,CUST0083,Barbara Hill,SP004,2,39.05,0.0,78.1,PayPal,Standard,West,2025-07-24,2025,7,24
SALE100396,2025-12-16 02:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0051,Kenneth Morgan,SP004,5,120.72,0.0,603.6,Credit Card,Express,West,2025-12-16,2025,12,16
SALE100397,2025-03-24 04:17:03.030096,P004,"Monitor 27""",Electronics,CUST0039,Brandon Sanchez,SP003,4,430.0,216.02,1503.98,Cash,Next Day,East,2025-03-24,2025,3,24
SALE100398,2025-04-07 20:17:03.030096,P006,Webcam HD,Electronics,CUST0021,Barbara Scott,SP001,3,88.79,0.0,266.37,Credit Card,Standard,North,2025-04-07,2025,4,7
SALE100399,2025-03-24 11:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0049,Ruth Sanders,SP001,1,126.52,0.0,126.52,PayPal,Express,North,2025-03-24,2025,3,24
SALE100400,2025-06-28 06:17:03.030096,P007,Desk Lamp,Furniture,CUST0098,Michelle Clark,SP001,2,45.04,0.0,90.08,Cash,Next Day,North,2025-06-28,2025,6,28
SALE100401,2025-08-18 12:17:03.030096,P002,Wireless Mouse,Accessories,CUST0009,Timothy Ramirez,SP001,1,39.91,0.0,39.91,Cash,Express,North,2025-08-18,2025,8,18
SALE100402,2025-10-22 14:17:03.030096,P001,Laptop Pro,Electronics,CUST0071,Elizabeth Green,SP001,1,1037.12,0.0,1037.12,PayPal,Next Day,North,2025-10-22,2025,10,22
SALE100403,2025-04-29 01:17:03.030096,P008,USB-C Hub,Accessories,CUST0031,Mark Stewart,SP003,4,32.07,0.0,128.28,Bank Transfer,Next Day,East,2025-04-29,2025,4,29
SALE100404,2025-05-12 23:17:03.030096,P002,Wireless Mouse,Accessories,CUST0048,Rebecca Sanders,SP001,3,48.43,0.0,145.29,Cash,Express,North,2025-05-12,2025,5,12
SALE100405,2025-03-25 02:17:03.030096,P003,Gaming Chair,Furniture,CUST0073,Carol Stewart,SP002,1,308.77,52.84,255.93,PayPal,Next Day,South,2025-03-25,2025,3,25
SALE100406,2025-03-01 00:17:03.030096,P006,Webcam HD,Electronics,CUST0006,Nancy Price,SP002,1,83.69,0.0,83.69,Cash,Express,South,2025-03-01,2025,3,1
SALE100407,2025-12-21 08:17:03.030096,P002,Wireless Mouse,Accessories,CUST0068,Kenneth Cox,SP001,3,52.62,0.0,157.86,Credit Card,Express,North,2025-12-21,2025,12,21
SALE100408,2025-02-05 20:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0097,Linda Hernandez,SP002,2,141.45,0.0,282.9,PayPal,Standard,South,2025-02-05,2025,2,5
SALE100409,2025-03-06 04:17:03.030096,P006,Webcam HD,Electronics,CUST0068,Kenneth Cox,SP001,2,90.2,41.18,139.22,Bank Transfer,Express,North,2025-03-06,2025,3,6
SALE100410,2025-08-14 16:17:03.030096,P002,Wireless Mouse,Accessories,CUST0038,Stephen Thomas,SP002,1,51.15,0.0,51.15,Cash,Next Day,South,2025-08-14,2025,8,14
SALE100411,2025-08-31 04:17:03.030096,P007,Desk Lamp,Furniture,CUST0082,Barbara Collins,SP002,2,43.01,0.0,86.02,Credit Card,Next Day,South,2025-08-31,2025,8,31
SALE100412,2025-10-10 04:17:03.030096,P002,Wireless Mouse,Accessories,CUST0004,David Ward,SP001,1,46.32,0.0,46.32,Bank Transfer,Express,North,2025-10-10,2025,10,10
SALE100413,2025-11-06 22:17:03.030096,P006,Webcam HD,Electronics,CUST0024,Stephanie Collins,SP001,1,83.64,0.0,83.64,PayPal,Express,North,2025-11-06,2025,11,6
SALE100414,2025-12-30 12:17:03.030096,P001,Laptop Pro,Electronics,CUST0069,Eric Cox,SP001,1,1371.01,0.0,1371.01,Bank Transfer,Express,North,2025-12-30,2025,12,30
SALE100415,2025-10-26 19:17:03.030096,P004,"Monitor 27""",Electronics,CUST0023,Kimberly Moore,SP003,4,370.36,0.0,1481.44,Cash,Next Day,East,2025-10-26,2025,10,26
SALE100416,2025-04-27 16:17:03.030096,P007,Desk Lamp,Furniture,CUST0038,Stephen Thomas,SP002,1,37.35,0.0,37.35,PayPal,Express,South,2025-04-27,2025,4,27
SALE100417,2025-12-01 02:17:03.030096,P008,USB-C Hub,Accessories,CUST0049,Ruth Sanders,SP001,1,34.89,0.0,34.89,PayPal,Express,North,2025-12-01,2025,12,1
SALE100418,2025-09-25 17:17:03.030096,P002,Wireless Mouse,Accessories,CUST0051,Kenneth Morgan,SP004,4,46.0,0.0,184.0,PayPal,Express,West,2025-09-25,2025,9,25
SALE100419,2025-10-07 17:17:03.030096,P003,Gaming Chair,Furniture,CUST0086,Carol Scott,SP001,1,300.91,0.0,300.91,Cash,Standard,North,2025-10-07,2025,10,7
SALE100420,2025-10-04 15:17:03.030096,P004,"Monitor 27""",Electronics,CUST0024,Stephanie Collins,SP001,1,365.89,0.0,365.89,Bank Transfer,Standard,North,2025-10-04,2025,10,4
SALE100421,2025-02-11 17:17:03.030096,P006,Webcam HD,Electronics,CUST0012,Joseph Murphy,SP001,1,70.92,0.0,70.92,Bank Transfer,Standard,North,2025-02-11,2025,2,11
SALE100422,2025-05-13 10:17:03.030096,P002,Wireless Mouse,Accessories,CUST0049,Ruth Sanders,SP001,1,48.06,0.0,48.06,Cash,Express,North,2025-05-13,2025,5,13
SALE100423,2025-08-19 12:17:03.030096,P008,USB-C Hub,Accessories,CUST0099,Brenda Allen,SP003,1,37.25,0.0,37.25,Bank Transfer,Express,East,2025-08-19,2025,8,19
SALE100424,2025-11-16 23:17:03.030096,P002,Wireless Mouse,Accessories,CUST0065,Carol Young,SP002,2,41.93,0.0,83.86,Cash,Standard,South,2025-11-16,2025,11,16
SALE100425,2025-11-06 15:17:03.030096,P003,Gaming Chair,Furniture,CUST0087,Melissa Watson,SP002,1,320.07,0.0,320.07,Bank Transfer,Next Day,South,2025-11-06,2025,11,6
SALE100426,2025-11-27 13:17:03.030096,P004,"Monitor 27""",Electronics,CUST0002,Stephanie Watson,SP003,4,405.41,0.0,1621.64,Bank Transfer,Express,East,2025-11-27,2025,11,27
SALE100427,2025-02-14 18:17:03.030096,P007,Desk Lamp,Furniture,CUST0096,Helen Kelly,SP003,1,44.71,0.0,44.71,Bank Transfer,Standard,East,2025-02-14,2025,2,14
SALE100428,2025-04-29 04:17:03.030096,P003,Gaming Chair,Furniture,CUST0095,Laura Roberts,SP002,1,318.42,35.17,283.25,Credit Card,Standard,South,2025-04-29,2025,4,29
